Lfd. Nr.;AHB;"Beschreibung des Anwendungsfalls aus dem AHB (EDIFACT)
API-Webservice (API)";Prüfidentifikator;Reaktion auf Prüfidentifikator;Prozessbeschreibung;"Prozessschritt aus 
Kapitel";Bezeichnung aus Sequenzdiagramm;Prozessschritt aus Sequenzdiagramm;Aktion;Kommunikation von;Kommunikation an;Zuordnung zu einem Objekt;Zuordnung zu einem Geschäftsvorfall;Erweiterte Zuordnung;Objekteigenschaft;Sparte Strom;"Sparte 
Gas";Übertragungsweg;Fußnote;Meilenstein;"Kommunikation von : 
Auslösende Events";"Kommunikation von: 
Lesende Schnittstellen";"Kommunikation von: 
Schreibende Schnittstellen";"Kommunikation an: 
Lesende Schnittstellen";"Kommunikation an: 
Schreibende Schnittstellen"
9530;UTILMD AHB Strom;Deaktivierung tägliche AAÜZ;55198;--;MaBiS;;Deaktivierung eines MaBiS-Zählpunkts für die tägliche Ausfallarbeitsüberführungszeitreihe (AAÜZ);1;"Deaktivierung eines
MaBiS-ZP für die tägliche AAÜZ";NB (ANB);ÜNB;ZO-T1;--;--;--;X;--;AS4;;4;;;;;
9540;MSCONS AHB;Ausfallarbeitsüberführungszeitreihe;13020;--;MaBiS;;Übermittlung der täglichen Ausfallarbeitsüberführungszeitreihe (AAÜZ);1;Tägliche AAÜZ;NB (ANB);ÜNB;ZO-T14;--;--;--;X;--;AS4;;4;;;;;
9550;MSCONS AHB;Redispatch 2.0 Einzelzeitreihe Ausfallarbeit;13022;--;MaBiS;;Übermittlung der monatlichen Ausfallarbeitszeitreihe je Marktlokation;1;"Monatliche
Ausfallarbeitszeitreihe je Marktlokation";NB (ANB);LF;ZO-T14;--;--;--;X;--;AS4;;4;;;;;
9560;UTILMD AHB Strom;Aktivierung ZP LF-AASZR;55199;--;MaBiS;;Aktivierung eines MaBiS-ZP für die Lieferantenausfallarbeitssummenzeitreihe;1;"Aktivierung eines
MaBiS-ZP für die Lieferantenausfallarbeitssummenzeitreihe";NB (ANB);LF;--;--;--;--;X;--;AS4;;4;;;;;
9570;UTILMD AHB Strom;Deaktivierung ZP LF-AASZR;55200;--;MaBiS;;Deaktivierung eines MaBiS-ZP für die Lieferantenausfallarbeitssummenzeitreihe;1;"Deaktivierung eines
MaBiS-ZP für die Lieferantenausfallarbeitssummenzeitreihe";NB (ANB);LF;ZO-T1;--;--;--;X;--;AS4;;4;;;;;
9580;MSCONS AHB;Redispatch 2.0 Ausfallarbeitssummenzeitreihe;13023;--;MaBiS;;Übermittlung der Lieferantenausfallarbeitssummenzeitreihe;1;LF-AASZR;NB (ANB);LF;ZO-T14;--;--;--;X;--;AS4;;4;;;;;
9590;IFTSTA AHB;Statusmeldung;21000;--;MaBiS;;Übermittlung der Lieferantenausfallarbeitssummenzeitreihe;2;Prüfmitteilung;LF;NB (ANB);--;ZG-T11;--;--;X;--;AS4;;4;;;;;
9600;ORDERS AHB MaBiS;Anforderung Lieferantenausfallarbeitsclearingliste;17210;--;MaBiS;;Anforderung der Lieferantenausfallarbeitsclearingliste einmalig oder durch ein Abonnement;1;"Anforderung der
Lieferantenausfallarbeitsclearingliste einmalig oder durch ein Abonnement";LF;NB (ANB);--;"Wenn IMD+
Z03 vorhanden
ZG-T15

wenn IMD+
Z03 nicht vorhanden
ZG-T18";--;--;X;--;AS4;;4;;;;;
9610;UTILMD AHB Strom;LF-AACL;55201;--;MaBiS;;Austausch der Lieferantenausfallarbeitsclearingliste;1;LF-AACL;NB;LF;--;ZG-T25;--;--;X;--;AS4;;4;;;;;
9620;UTILMD AHB Strom;Korrekturliste LF-AACL;55202;--;MaBiS;;Austausch der Lieferantenausfallarbeitsclearingliste;2;Rückmeldung zur LF-AACL;LF;NB;bei SG4  STS+E01++A04 dann ZO-T1;"wenn nicht SG4 STS+E01++A04 dann ZG-T1 

bei SG4 STS+E01++A04 dann ZG-T36";--;--;X;--;AS4;;4;;;;;
9630;ORDERS AHB MaBiS;Anforderung Lieferantenausfallarbeitsclearingliste;17210;--;MaBiS;;Beendigung des Abonnements für die Lieferantenausfallarbeitsclearingliste;1;Beendigung des Abonnements;LF;NB (ANB);--;ZG-T18;--;--;X;--;AS4;;4;;;;;
9640;UTILMD AHB Strom;Aktivierung ZP monatliche AAÜZ;55203;--;MaBiS;;Aktivierung eines MaBiS-ZP für die monatliche Ausfallarbeitsüberführungszeitreihe (AAÜZ) zwischen NB und BKV (des LF);1;Aktivierung eines MABIS-ZP für die monatliche AAÜZ;NB (ANB);BIKO;--;--;--;--;X;--;AS4;;4;;;;;
9650;UTILMD AHB Strom;Antwort auf Aktivierung ZP;55204;--;MaBiS;;Aktivierung eines MaBiS-ZP für die monatliche Ausfallarbeitsüberführungszeitreihe (AAÜZ) zwischen NB und BKV (des LF);2;Antwort;BIKO;NB (ANB);--;ZG-T1;--;--;X;--;AS4;;4;;;;;
9660;Manuell;Manuell;--;--;MaBiS;;Aktivierung eines MaBiS-ZP für die monatliche Ausfallarbeitsüberführungszeitreihe (AAÜZ) zwischen NB und BKV (des LF);3;(manuelle Fehlerklärung);NB (ANB);BIKO;--;--;--;--;X;--;--;;4;;;;;
9670;UTILMD AHB Strom;Weiterleitung Aktivierung ZP;55205;--;MaBiS;;Aktivierung eines MaBiS-ZP für die monatliche Ausfallarbeitsüberführungszeitreihe (AAÜZ) zwischen NB und BKV (des LF);4;Weiterleitung der Aktivierung;BIKO;BKV (des LF);--;--;--;--;X;--;AS4;;4;;;;;
9680;Manuell;Manuell;--;--;MaBiS;;Aktivierung eines MaBiS-ZP für die monatliche Ausfallarbeitsüberführungszeitreihe (AAÜZ) zwischen NB und BKV (des LF);5;(manuelle Fehlerklärung);BKV (des LF);NB (ANB);--;--;--;--;X;--;--;;4;;;;;
9690;UTILMD AHB Strom;Deaktivierung ZP monatliche AAÜZ;55206;--;MaBiS;;Deaktivierung eines MaBiS-ZP für die monatliche Ausfallarbeitsüberführungszeitreihe (AAÜZ) zwischen NB und BKV (des LF);1;Deaktivierung eines MABIS-ZP für die monatliche AAÜZ;NB (ANB);BIKO;ZO-T1;--;--;--;X;--;AS4;;4;;;;;
9700;UTILMD AHB Strom;Antwort auf Deaktivierung ZP;55207;--;MaBiS;;Deaktivierung eines MaBiS-ZP für die monatliche Ausfallarbeitsüberführungszeitreihe (AAÜZ) zwischen NB und BKV (des LF);2;Antwort;BIKO;NB (ANB);--;ZG-T1;--;--;X;--;AS4;;4;;;;;
9710;Manuell;Manuell;--;--;MaBiS;;Deaktivierung eines MaBiS-ZP für die monatliche Ausfallarbeitsüberführungszeitreihe (AAÜZ) zwischen NB und BKV (des LF);3;(manuelle Fehlerklärung);NB (ANB);BIKO;--;--;--;--;X;--;--;;4;;;;;
9720;UTILMD AHB Strom;Weiterleitung Deaktivierung ZP;55208;--;MaBiS;;Deaktivierung eines MaBiS-ZP für die monatliche Ausfallarbeitsüberführungszeitreihe (AAÜZ) zwischen NB und BKV (des LF);4;Weiterleitung der Deaktivierung;BIKO;BKV (des LF);ZO-T1;--;--;--;X;--;AS4;;4;;;;;
9730;Manuell;Manuell;--;--;MaBiS;;Deaktivierung eines MaBiS-ZP für die monatliche Ausfallarbeitsüberführungszeitreihe (AAÜZ) zwischen NB und BKV (des LF);5;(manuelle Fehlerklärung);BKV (des LF);NB (ANB);--;--;--;--;X;--;--;;4;;;;;
9740;MSCONS AHB;Ausfallarbeitsüberführungszeitreihe;13020;--;MaBiS;;Übermittlung der monatlichen Ausfallarbeitsüberführungszeitreihe (AAÜZ);1;Monatliche AAÜZ;NB (ANB);BIKO;ZO-T14;--;--;--;X;--;AS4;;4;;;;;
9750;IFTSTA AHB;Abweisung;21002;--;MaBiS;;Übermittlung der monatlichen Ausfallarbeitsüberführungszeitreihe (AAÜZ);2;Antwort;BIKO;NB;--;ZG-T11;--;--;X;--;AS4;;4;;;;;
9760;MSCONS AHB;Ausfallarbeitsüberführungszeitreihe;13020;--;MaBiS;;Übermittlung der monatlichen Ausfallarbeitsüberführungszeitreihe (AAÜZ);3;Weiterleitung der monatlichen AAÜZ;BIKO;BKV (LF);ZO-T14;--;--;--;X;--;AS4;;4;;;;;
9770;IFTSTA AHB;Statusmeldung;21005;--;MaBiS;;Übermittlung Prüfmitteilung für die monatliche Ausfallarbeitsüberführungszeitreihe (AAÜZ);1;Prüfmitteilung monatliche AAÜZ;BKV (des LF);BIKO;--;ZG-T11;--;--;X;--;AS4;;4;;;;;
9780;IFTSTA AHB;Statusmeldung;21004;--;MaBiS;;Übermittlung Prüfmitteilung für die monatliche Ausfallarbeitsüberführungszeitreihe (AAÜZ);2;Abweisung der Prüfmitteilung monatliche AAÜZ;BIKO;BKV (des LF);--;ZG-T11;--;--;X;--;AS4;;4;;;;;
9790;IFTSTA AHB;Statusmeldung;21003;--;MaBiS;;Übermittlung Prüfmitteilung für die monatliche Ausfallarbeitsüberführungszeitreihe (AAÜZ);3;Weiterleitung der Prüfmitteilung monatliche AAÜZ;BIKO;NB (ANB);--;ZG-T11;--;--;X;--;AS4;;4;;;;;
9800;IFTSTA AHB;Statusmeldung;21004;--;MaBiS;;Übermittlung Datenstatus für die monatliche Ausfallarbeitsüberführungszeitreihe (AAÜZ);1;Datenstatus für die monatliche AAÜZ;BIKO;BKV (des LF);--;ZG-T11;--;--;X;--;AS4;;4;;;;;
9810;IFTSTA AHB;Statusmeldung;21003;--;MaBiS;;Übermittlung Datenstatus für die monatliche Ausfallarbeitsüberführungszeitreihe (AAÜZ);2;Datenstatus für die monatliche AAÜZ;BIKO;NB (ANB);--;ZG-T11;--;--;X;--;AS4;;4;;;;;
9820;Manuell;Manuell;--;--;MaBiS;;Übermittlung Datenstatus für die monatliche Ausfallarbeitsüberführungszeitreihe (AAÜZ);3;(Manuelle Fehlerklärung);NB (ANB);BKV (des LF);--;--;--;--;X;--;--;;4;;;;;
9830;MSCONS AHB;Redispatch 2.0 Einzelzeitreihe Ausfallarbeit;13022;--;MaBiS;;Übermittlung der monatlichen Ausfallarbeitszeitreihe je Marktlokation;1;"Monatliche
Ausfallarbeitszeitreihe je Marktlokation";NB (ANB);NB (anfNB);ZO-T14;--;--;--;X;--;AS4;;4;;;;;
9840;UTILMD AHB Strom;Aktivierung ZP monatliche AAÜZ;55209;--;MaBiS;;Aktivierung eines MaBiS-ZP für die monatliche Ausfallarbeitsüberführungszeitreihe (AAÜZ) zwischen NB und BKV (anfNB);1;Aktivierung eines MABIS-ZP für die monatliche AAÜZ;NB (ANB);BIKO;--;--;--;--;X;--;AS4;;4;;;;;
9850;UTILMD AHB Strom;Antwort auf Aktiveirung ZP;55210;--;MaBiS;;Aktivierung eines MaBiS-ZP für die monatliche Ausfallarbeitsüberführungszeitreihe (AAÜZ) zwischen NB und BKV (anfNB);2;Antwort;BIKO;NB (ANB);--;ZG-T1;--;--;X;--;AS4;;4;;;;;
9860;Manuell;Manuell;--;--;MaBiS;;Aktivierung eines MaBiS-ZP für die monatliche Ausfallarbeitsüberführungszeitreihe (AAÜZ) zwischen NB und BKV (anfNB);3;(Manuelle Fehlerklärung);NB;BIKO;--;--;--;--;X;--;--;;4;;;;;
9870;UTILMD AHB Strom;Weiterleitung Aktivierung ZP;55211;--;MaBiS;;Aktivierung eines MaBiS-ZP für die monatliche Ausfallarbeitsüberführungszeitreihe (AAÜZ) zwischen NB und BKV (anfNB);4;Weiterleitung der Aktivierung;BIKO;BKV (des anfNB);--;--;--;--;X;--;AS4;;4;;;;;
9880;Manuell;Manuell;--;--;MaBiS;;Aktivierung eines MaBiS-ZP für die monatliche Ausfallarbeitsüberführungszeitreihe (AAÜZ) zwischen NB und BKV (anfNB);5;(Manuelle Fehlerklärung);BKV (des anfNB);NB;--;--;--;--;X;--;--;;4;;;;;
9890;UTILMD AHB Strom;Deaktivierung ZP monatliche AAÜZ;55212;--;MaBiS;;Deaktivierung eines MaBiS-ZP für die monatliche Ausfallarbeitsüberführungszeitreihe (AAÜZ) zwischen NB und BKV (anfNB);1;Deaktivierung eines MABIS-ZP für die monatliche AAÜZ;NB (ANB);BIKO;ZO-T1;--;--;--;X;--;AS4;;4;;;;;
9900;UTILMD AHB Strom;Antwort auf Deaktivierung ZP;55213;--;MaBiS;;Deaktivierung eines MaBiS-ZP für die monatliche Ausfallarbeitsüberführungszeitreihe (AAÜZ) zwischen NB und BKV (anfNB);2;Antwort;BIKO;NB (ANB);--;ZG-T1;--;--;X;--;AS4;;4;;;;;
9910;Manuell;Manuell;--;--;MaBiS;;Deaktivierung eines MaBiS-ZP für die monatliche Ausfallarbeitsüberführungszeitreihe (AAÜZ) zwischen NB und BKV (anfNB);3;(Manuelle Fehlerklärung);NB (ANB);BIKO;--;--;--;--;X;--;--;;4;;;;;
9920;UTILMD AHB Strom;Weiterleitung Deaktivierung ZP;55214;--;MaBiS;;Deaktivierung eines MaBiS-ZP für die monatliche Ausfallarbeitsüberführungszeitreihe (AAÜZ) zwischen NB und BKV (anfNB);4;Weiterleitung der Deaktivierung;BIKO;BKV (des anfNB);ZO-T1;--;--;--;X;--;AS4;;4;;;;;
9930;Manuell;Manuell;--;--;MaBiS;;Deaktivierung eines MaBiS-ZP für die monatliche Ausfallarbeitsüberführungszeitreihe (AAÜZ) zwischen NB und BKV (anfNB);5;(Manuelle Fehlerklärung);BKV (des anfNB);NB (ANB);--;--;--;--;X;--;--;;4;;;;;
9940;MSCONS AHB;Ausfallarbeitsüberführungszeitreihe;13020;--;MaBiS;;Übermittlung der monatlichen Ausfallarbeitsüberführungszeitreihe zwischen ANB und BKV (anfNB);1;Monatliche AAÜZ;NB (ANB);BIKO;ZO-T14;--;--;--;X;--;AS4;;4;;;;;
9950;IFTSTA AHB;Abweisung;21002;--;MaBiS;;Übermittlung der monatlichen Ausfallarbeitsüberführungszeitreihe zwischen ANB und BKV (anfNB);2;Antwort;BIKO;NB (ANB);--;ZG-T11;--;--;X;--;AS4;;4;;;;;
9960;MSCONS AHB;Ausfallarbeitsüberführungszeitreihe;13020;--;MaBiS;;Übermittlung der monatlichen Ausfallarbeitsüberführungszeitreihe zwischen ANB und BKV (anfNB);3;Weiterleitung der monatlichen AAÜZ;BIKO;BKV (des anfNB);ZO-T14;--;--;--;X;--;AS4;;4;;;;;
9970;IFTSTA AHB;Statusmeldung;21005;--;MaBiS;;Übermittlung Prüfmitteilung für die Ausfallarbeitsüberführungszeitreihe zwischen den BKV (anfNB) und NB;1;Prüfmitteilung monatliche AAÜZ;BKV (des anfNB);BIKO;--;ZG-T11;--;--;X;--;AS4;;4;;;;;
9980;IFTSTA AHB;Statusmeldung;21004;--;MaBiS;;Übermittlung Prüfmitteilung für die Ausfallarbeitsüberführungszeitreihe zwischen den BKV (anfNB) und NB;2;Abweisung der Prüfmitteilung AAÜZ;BIKO;BKV (des anfNB);--;ZG-T11;--;--;X;--;AS4;;4;;;;;
9990;IFTSTA AHB;Statusmeldung;21003;--;MaBiS;;Übermittlung Prüfmitteilung für die Ausfallarbeitsüberführungszeitreihe zwischen den BKV (anfNB) und NB;3;Weiterleitung der Prüfmitteilung AAÜZ;BIKO;NB (ANB);--;ZG-T11;--;--;X;--;AS4;;4;;;;;
10000;IFTSTA AHB;Statusmeldung;21004;--;MaBiS;;Übermittlung Datenstatus für die monatliche Ausfallarbeitsüberführungszeitreihe (AAÜZ) zwischen NB und BKV (anfNB);1;Datenstatus für die monatliche AAÜZ;BIKO;BKV (des anfNB);--;ZG-T11;--;--;X;--;AS4;;4;;;;;
10010;IFTSTA AHB;Statusmeldung;21003;--;MaBiS;;Übermittlung Datenstatus für die monatliche Ausfallarbeitsüberführungszeitreihe (AAÜZ) zwischen NB und BKV (anfNB);2;Datenstatus für die monatliche AAÜZ;BIKO;NB (ANB);--;ZG-T11;--;--;X;--;AS4;;4;;;;;
10020;Manuell;Manuell;--;--;MaBiS;;Übermittlung Datenstatus für die monatliche Ausfallarbeitsüberführungszeitreihe (AAÜZ) zwischen NB und BKV (anfNB);3;(Manuelle Fehlerklärung);NB (ANB);BKV;--;--;--;--;X;--;--;;4;;;;;
10030;MSCONS AHB;Ausfallarbeitsüberführungszeitreihe;13020;--;MaBiS;;Überführung der Ausfallarbeit aus dem EEG-BK des NB an den ÜNB;1;Überführungszeitreihe der Ausfallarbeit;ÜNB;BIKO;ZO-T14;--;--;--;X;--;AS4;;4;;;;;
10040;MSCONS AHB;Ausfallarbeitsüberführungszeitreihe;13020;--;MaBiS;;Überführung der Ausfallarbeit aus dem EEG-BK des NB an den ÜNB;2;Weiterleitung der Überführungszeitreihe;BIKO;BKV (ÜNB);ZO-T14;--;--;--;X;--;AS4;;4;;;;;
10050;MSCONS AHB;Ausfallarbeitsüberführungszeitreihe;13020;--;MaBiS;;Überführung der Ausfallarbeit aus dem EEG-BK des NB an den ÜNB;3;Weiterleitung der Überführungszeitreihe;BIKO;BKV (NB);ZO-T14;--;--;--;X;--;AS4;;4;;;;;
10060;MSCONS AHB;Ausfallarbeitsüberführungszeitreihe;13020;--;MaBiS;;Überführung der Ausfallarbeit aus dem EEG-BK des NB an den ÜNB;4;Weiterleitung der Überführungszeitreihe;BIKO;NB (ANB);ZO-T14;--;--;--;X;--;AS4;;4;;;;;
12010;REQOTE / QUOTES / ORDERS / ORDRSP / ORDCHG AHB;Anforderung bilanzierte Menge;17114;--;Prozesse zur Ermittlung und Abrechnung von Mehr-/Mindermengen Strom und Gas;;Bestellung der bilanzierten Menge beim ÜNB;1;Bestellung bilanzierte Menge;NB;ÜNB;ZO-T15;--;--;--;X;--;AS4;;5;;;;;
12020;REQOTE / QUOTES / ORDERS / ORDRSP / ORDCHG AHB;Ablehnung der Anforderung bilanzierte Menge;19115;--;Prozesse zur Ermittlung und Abrechnung von Mehr-/Mindermengen Strom und Gas;;Bestellung der bilanzierten Menge beim ÜNB;2;Antwort;ÜNB;NB;--;ZG-T14;--;--;X;--;AS4;;5;;;;;
12030;MSCONS AHB;Marktlokationsscharfe bilanzierte Menge Strom/Gas (MMMA);13014;--;Prozesse zur Ermittlung und Abrechnung von Mehr-/Mindermengen Strom und Gas;;Bestellung der bilanzierten Menge beim ÜNB;2;Antwort;ÜNB;NB;--;ZG-T42;--;--;X;--;AS4;;5;;;;;
12040;REQOTE / QUOTES / ORDERS / ORDRSP / ORDCHG AHB;Anforderung der Allokationsliste;17110;--;Prozesse zur Ermittlung und Abrechnung von Mehr-/Mindermengen Strom und Gas;;Abonnieren der marktlokationsscharfen Allokationsliste Gas;1;Abonnieren der marktlokationsscharfen Allokationsliste Gas;LF;NB;--;--;--;--;--;X;AS4;;5;;;;;
12050;REQOTE / QUOTES / ORDERS / ORDRSP / ORDCHG AHB;Ablehnung der Anforderung Allokationsliste;19110;--;Prozesse zur Ermittlung und Abrechnung von Mehr-/Mindermengen Strom und Gas;;Abonnieren der marktlokationsscharfen Allokationsliste Gas;2;Antwort;NB;LF;--;ZG-T14;--;--;--;X;AS4;;5;;;;;
12060;MSCONS AHB;Marktlokationsscharfe Allokationsliste Gas (MMMA);13013;--;Prozesse zur Ermittlung und Abrechnung von Mehr-/Mindermengen Strom und Gas;;"Übermittlung der marktlokationsscharfen Allokationsliste Gas
";1;marktlokationsscharfe Allokationsliste Gas;NB;LF;ZO-T14;--;--;--;--;X;AS4;;5;;;;;
12070;Manuell;Manuell;--;--;Prozesse zur Ermittlung und Abrechnung von Mehr-/Mindermengen Strom und Gas;;"Übermittlung der marktlokationsscharfen Allokationsliste Gas
";2;"manuelle Rückmeldung
zur Allokationsliste
Gas";--;--;--;--;--;--;X;X;--;;5;;;;;
12080;REQOTE / QUOTES / ORDERS / ORDRSP / ORDCHG AHB;Anforderung der Allokationsliste;17110;--;Prozesse zur Ermittlung und Abrechnung von Mehr-/Mindermengen Strom und Gas;;"Beendigung des Abonnements für die marktlokationsscharfe Allokationsliste
Gas";1;Beendigung Abo;LF;NB;--;--;--;--;--;X;AS4;;5;;;;;
12090;MSCONS AHB;Marktlokationsscharfe bilanzierte Menge Strom/Gas (MMMA);13014;--;Prozesse zur Ermittlung und Abrechnung von Mehr-/Mindermengen Strom und Gas;;Mehr-/Mindermengenabrechnung zwischen NB und LF;1;Bilanzierte Menge;NB;LF;ZO-T14;--;--;--;X;--;AS4;;5;;;;;
12092;MSCONS AHB;Marktlokationsscharfe bilanzierte Menge Strom/Gas (MMMA);13014;--;Prozesse zur Ermittlung und Abrechnung von Mehr-/Mindermengen Strom und Gas;;Mehr-/Mindermengenabrechnung zwischen NB und LF;1;Bilanzierte Menge;NB;LF;ZO-T14;--;--;--;--;X;AS4;;5;;;;;
12100;INVOIC / REMADV AHB;MMM-Rechnung;31005;--;Prozesse zur Ermittlung und Abrechnung von Mehr-/Mindermengen Strom und Gas;;Mehr-/Mindermengenabrechnung zwischen NB und LF;2;"MMM-Rechnung
";NB;LF;ZO-T13;--;--;--;X;--;AS4;;5;;;;;
12105;INVOIC / REMADV AHB;MMM-Rechnung;31005;--;Prozesse zur Ermittlung und Abrechnung von Mehr-/Mindermengen Strom und Gas;;Mehr-/Mindermengenabrechnung zwischen NB und LF;2;"MMM-Rechnung
";NB;LF;ZO-T13;--;--;--;--;X;AS4;;5;;;;;
12110;INVOIC / REMADV AHB;MMM-selbst ausgest. Rechnung;31006;--;Prozesse zur Ermittlung und Abrechnung von Mehr-/Mindermengen Strom und Gas;;Mehr-/Mindermengenabrechnung zwischen NB und LF;2;"MMM-Rechnung
";NB;LF;ZO-T13;--;--;--;X;--;AS4;;5;;;;;
12115;INVOIC / REMADV AHB;MMM-selbst ausgest. Rechnung;31006;--;Prozesse zur Ermittlung und Abrechnung von Mehr-/Mindermengen Strom und Gas;;Mehr-/Mindermengenabrechnung zwischen NB und LF;2;"MMM-Rechnung
";NB;LF;ZO-T13;--;--;--;--;X;AS4;;5;;;;;
12120;INVOIC / REMADV AHB;Bestätigung;33001;--;Prozesse zur Ermittlung und Abrechnung von Mehr-/Mindermengen Strom und Gas;;Mehr-/Mindermengenabrechnung zwischen NB und LF;3;Antwort;LF;NB;--;ZG-T31;--;--;X;--;AS4;;5;;;;;
12125;INVOIC / REMADV AHB;Bestätigung;33001;--;Prozesse zur Ermittlung und Abrechnung von Mehr-/Mindermengen Strom und Gas;;Mehr-/Mindermengenabrechnung zwischen NB und LF;3;Antwort;LF;NB;--;ZG-T31;--;--;--;X;AS4;;5;;;;;
12130;INVOIC / REMADV AHB;Abweisung;33002;--;Prozesse zur Ermittlung und Abrechnung von Mehr-/Mindermengen Strom und Gas;;Mehr-/Mindermengenabrechnung zwischen NB und LF;3;Antwort;LF;NB;--;ZG-T31;--;--;X;--;AS4;;5;;;;;
12135;--;--;--;--;Prozesse zur Ermittlung und Abrechnung von Mehr-/Mindermengen Strom und Gas;;Mehr-/Mindermengenabrechnung zwischen NB und LF;4;(manuelle Fehlerklärung);LF;NB;--;--;--;--;x;x;--;;5;;;;;
12135;INVOIC / REMADV AHB;Abweisung;33002;--;Prozesse zur Ermittlung und Abrechnung von Mehr-/Mindermengen Strom und Gas;;Mehr-/Mindermengenabrechnung zwischen NB und LF;3;Antwort;LF;NB;--;ZG-T31;--;--;--;X;AS4;;5;;;;;
12140;INVOIC / REMADV AHB;Bestätigung;33001;--;Prozesse zur Ermittlung und Abrechnung von Mehr-/Mindermengen Strom und Gas;;Mehr-/Mindermengenabrechnung zwischen NB und LF;5;Zahlungsavis;LF;NB;--;ZG-T31;--;--;X;--;AS4;;5;;;;;
12145;INVOIC / REMADV AHB;Bestätigung;33001;--;Prozesse zur Ermittlung und Abrechnung von Mehr-/Mindermengen Strom und Gas;;Mehr-/Mindermengenabrechnung zwischen NB und LF;5;Zahlungsavis;LF;NB;--;ZG-T31;--;--;--;X;AS4;;5;;;;;
12150;INVOIC / REMADV AHB;Stornorechnung;31004;--;Prozesse zur Ermittlung und Abrechnung von Mehr-/Mindermengen Strom und Gas;;Mehr-/Mindermengenabrechnung zwischen NB und LF;6;Storno;NB;LF;--;ZG-T21;--;--;X;--;AS4;;5;;;;;
12152;INVOIC / REMADV AHB;Stornorechnung;31004;--;Prozesse zur Ermittlung und Abrechnung von Mehr-/Mindermengen Strom und Gas;;Mehr-/Mindermengenabrechnung zwischen NB und LF;6;Storno;NB;LF;--;ZG-T21;--;--;--;X;AS4;;5;;;;;
12155;INVOIC / REMADV AHB;Bestätigung;33001;--;Prozesse zur Ermittlung und Abrechnung von Mehr-/Mindermengen Strom und Gas;;Mehr-/Mindermengenabrechnung zwischen NB und LF;7;Antwort;LF;NB;--;ZG-T31;--;--;X;--;AS4;;5;;;;;
12157;INVOIC / REMADV AHB;Bestätigung;33001;--;Prozesse zur Ermittlung und Abrechnung von Mehr-/Mindermengen Strom und Gas;;Mehr-/Mindermengenabrechnung zwischen NB und LF;7;Antwort;LF;NB;--;ZG-T31;--;--;--;X;AS4;;5;;;;;
12160;INVOIC / REMADV AHB;Abweisung;33002;--;Prozesse zur Ermittlung und Abrechnung von Mehr-/Mindermengen Strom und Gas;;Mehr-/Mindermengenabrechnung zwischen NB und LF;7;Antwort;LF;NB;--;ZG-T31;--;--;X;--;AS4;;5;;;;;
12165;INVOIC / REMADV AHB;Abweisung;33002;--;Prozesse zur Ermittlung und Abrechnung von Mehr-/Mindermengen Strom und Gas;;Mehr-/Mindermengenabrechnung zwischen NB und LF;7;Antwort;LF;NB;--;ZG-T31;--;--;--;X;AS4;;5;;;;;
12170;SSQNOT zur Übermittlung von Mehr-/Mindermengen;Mehr-/Mindermengenmeldung SLP;70095;--;Prozesse zur Ermittlung und Abrechnung von Mehr-/Mindermengen Strom und Gas;;Mehr-/Mindermengenabrechnung zwischen NB und MGV;1;"Aggregierte Mehr-/
Mindermengenmeldung";NB;MGV;ZO-T19;--;--;--;--;X;AS4;;5;;;;;
12180;SSQNOT zur Übermittlung von Mehr-/Mindermengen;Mehr-/Mindermengenmeldung RLP;70096;--;Prozesse zur Ermittlung und Abrechnung von Mehr-/Mindermengen Strom und Gas;;Mehr-/Mindermengenabrechnung zwischen NB und MGV;1;"Aggregierte Mehr-/
Mindermengenmeldung";NB;MGV;ZO-T19;--;--;--;--;X;AS4;;5;;;;;
12190;INVOIC / REMADV AHB;Aggreg. MMM-Rechnung;31007;--;Prozesse zur Ermittlung und Abrechnung von Mehr-/Mindermengen Strom und Gas;;Mehr-/Mindermengenabrechnung zwischen NB und MGV;2;"Aggregierte Mehr-/
Mindermengenrechnung";NB;MGV;ZO-T23;--;--;--;--;X;AS4;;5;;;;;
12200;INVOIC / REMADV AHB;Aggreg. MMM-selbst ausgest. Rechnung;31008;--;Prozesse zur Ermittlung und Abrechnung von Mehr-/Mindermengen Strom und Gas;;Mehr-/Mindermengenabrechnung zwischen NB und MGV;2;"Aggregierte Mehr-/
Mindermengenrechnung";NB;MGV;ZO-T23;--;--;--;--;X;AS4;;5;;;;;
12210;INVOIC / REMADV AHB;Bestätigung;33001;--;Prozesse zur Ermittlung und Abrechnung von Mehr-/Mindermengen Strom und Gas;;Mehr-/Mindermengenabrechnung zwischen NB und MGV;3;Antwort;MGV;NB;--;ZG-T31;--;--;--;X;AS4;;5;;;;;
12220;INVOIC / REMADV AHB;Abweisung;33002;--;Prozesse zur Ermittlung und Abrechnung von Mehr-/Mindermengen Strom und Gas;;Mehr-/Mindermengenabrechnung zwischen NB und MGV;3;Antwort;MGV;NB;--;ZG-T31;--;--;--;X;AS4;;5;;;;;
;--;--;--;--;Prozesse zur Ermittlung und Abrechnung von Mehr-/Mindermengen Strom und Gas;;Mehr-/Mindermengenabrechnung zwischen NB und MGV;4;(manuelle Fehlerklärung);--;--;--;--;--;--;x;x;--;;5;;;;;
